claim_number;age_of_driver;gender;marital_status;safty_rating;annual_income;high_education_ind;address_change_ind;living_status;zip_code;claim_date;claim_day_of_week;accident_site;past_num_of_claims;witness_present_ind;liab_prct;channel;policy_report_filed_ind;claim_est_payout;age_of_vehicle;vehicle_category;vehicle_price;vehicle_color;vehicle_weight;fraud
24242;49;F;0.0;68;38927;1;1;Own;50026;8/15/2015;Saturday;Highway;1;0.0;67;Broker;1;4.499.569.420.000.000;4.0;Large;3.664.784.785;black;1.926.183.366;1
24243;55;F;1.0;87;40061;1;0;Rent;80028;2/19/2016;Friday;Local;0;0.0;16;Broker;0;20.062.712.980.000.000;1.0;Compact;1.239.527.874;gray;14.742.220.180.000.000;0
24244;41;F;0.0;61;37130;0;0;Rent;50032;2/26/2015;Thursday;Parking Lot;2;0.0;99;Phone;1;9.924.203.859.000.000;8.0;Large;2.705.055.255;white;1.075.250.789;1
24245;26;M;0.0;88;32587;0;0;Rent;50002;10/02/2016;Sunday;Highway;0;0.0;5;Online;1;2.616.020.121;7.0;Medium;58.082.938.129.999.900;red;1.780.926.345;0
24246;52;M;1.0;84;39525;0;0;Own;80015;11/10/2015;Tuesday;Local;0;0.0;60;Broker;1;2.869.946.564;5.0;Compact;4.099.006.379;white;2.764.635.137;0
24248;70;M;1.0;65;42497;1;1;Own;20142;07/07/2016;Thursday;Parking Lot;0;0.0;1;Broker;0;4.728.338.033;4.0;Large;2.270.633.613;red;2.227.397.365;0
24250;36;F;1.0;60;35847;1;1;Rent;20102;07/11/2016;Monday;Parking Lot;0;0.0;2;Phone;0;5.553.623.262;7.0;Compact;1.582.570.705;white;7.506.481.677;0
24252;42;M;1.0;78;37377;0;0;Rent;15035;10/31/2016;Monday;Highway;0;0.0;67;Broker;0;3.803.352.004;4.0;Compact;4.088.151.324;red;2.514.941.479;0
24253;24;M;1.0;93;31794;1;0;Own;85028;2/29/2016;Monday;Local;0;0.0;60;Phone;1;3.310.986.915;4.0;Large;17.911.600.319.999.900;blue;1.692.229.926;0
24255;48;F;1.0;65;38735;1;1;Own;15012;4/18/2016;Monday;Local;0;0.0;55;Phone;0;2.598.325.921;7.0;Compact;2.132.301.157;blue;20.994.864.990.000.000;0
24256;44;M;1.0;81;37831;1;1;Own;20106;5/17/2015;Sunday;Local;0;0.0;90;Phone;1;5.796.736.483;6.0;Compact;8.706.639.990.000.000;white;1.458.566.004;0
24257;41;F;1.0;90;37147;1;0;Own;80020;11/06/2016;Sunday;Local;0;0.0;31;Broker;1;79.883.064.890.000.000;2.0;Compact;35.578.558.619.999.900;black;4.137.813.396;0
24259;44;M;0.0;77;37833;1;1;Own;20146;3/30/2015;Monday;Highway;0;1.0;72;Phone;0;5.527.370.629;6.0;Compact;17.296.061.859.999.900;gray;32.436.951.339.999.900;0
24261;46;F;1.0;59;38286;1;1;Rent;85003;04/07/2016;Thursday;Highway;0;1.0;49;Broker;0;5.083.451.346;6.0;Compact;32.700.180.739.999.900;white;2.003.534.919;0
24262;42;M;1.0;78;37375;1;0;Rent;80033;11/25/2016;Friday;Local;0;0.0;97;Phone;0;1.089.343.356;4.0;Compact;4.788.707.476;white;2.107.804.246;0
24263;40;M;1.0;52;36880;1;0;Own;50013;10/24/2015;Saturday;Parking Lot;0;0.0;75;Broker;0;4.486.903.541;1.0;Large;2.151.968.721;black;2.426.675.945;0
24264;34;F;1.0;52;35257;1;1;Own;15026;7/22/2015;Wednesday;Parking Lot;0;0.0;59;Broker;1;37.655.572.810.000.000;4.0;Compact;2.506.236.826;silver;27.711.569.689.999.900;0
24267;45;M;1.0;82;38065;1;1;Own;20117;12/09/2015;Wednesday;Local;0;1.0;60;Phone;1;46.857.927.549.999.900;7.0;Compact;43.883.898.369.999.900;red;1.533.316.265;0
24268;61;M;0.0;75;41121;1;0;Rent;50025;01/06/2015;Tuesday;Parking Lot;0;1.0;38;Phone;1;122.131.474;6.0;Large;20.676.877.230.000.000;red;19.701.515.769.999.900;0
24270;41;M;0.0;33;37131;1;1;Own;50011;2/22/2015;Sunday;Parking Lot;3;0.0;22;Broker;1;8.430.892.762.000.000;3.0;Large;1.934.653.253;silver;1.379.195.926;0
24271;47;M;1.0;84;38501;1;1;Own;20107;05/11/2016;Wednesday;Parking Lot;0;0.0;51;Broker;0;4.542.582.521;7.0;Medium;2.032.333.766;white;1.792.124.096;0
24272;54;M;1.0;58;39864;1;0;Own;85017;12/30/2015;Wednesday;Parking Lot;0;0.0;95;Broker;0;3.396.037.075;8.0;Large;1.575.458.411;blue;3.573.339.858;0
24274;42;F;1.0;62;37379;0;1;Rent;50039;06/12/2015;Friday;Highway;1;1.0;7;Phone;1;2.562.284.609;5.0;Medium;5.105.033.339;silver;24.871.989.840.000.000;1
24277;40;M;1.0;87;36880;1;0;Own;20106;08/11/2015;Tuesday;Highway;0;0.0;49;Broker;1;20.937.680.530.000.000;8.0;Medium;8.977.804.634;silver;6.487.021.538;0
24288;39;M;1.0;77;36635;0;1;Rent;50033;11/22/2016;Tuesday;Local;0;0.0;100;Online;1;2.618.597.248;5.0;Medium;3.775.547.498;silver;20.611.735.630.000.000;1
24290;50;F;0.0;90;39135;1;1;Own;50025;6/24/2016;Friday;Local;2;0.0;100;Phone;0;7.716.856.790.000.000;4.0;Large;1.324.949.969;other;2.324.620.167;0
24292;46;F;1.0;98;38279;1;0;Own;85076;10/22/2016;Saturday;Local;0;1.0;76;Phone;0;6.261.237.731;2.0;Medium;4.495.457.744;gray;6.351.152.507;0
24293;42;F;1.0;72;37369;1;0;Rent;20153;4/16/2016;Saturday;Local;0;0.0;25;Phone;1;5.721.728.408;9.0;Large;9.686.962.037.000.000;gray;14.109.723.030.000.000;0
24294;47;F;1.0;88;38500;0;1;Own;20116;1/16/2016;Saturday;Parking Lot;0;0.0;0;Broker;1;37.256.483.270.000.000;4.0;Large;6.580.871.536;blue;30.225.565.789.999.900;0
24295;46;F;1.0;66;38283;1;1;Own;50001;10/29/2016;Saturday;Local;1;1.0;33;Phone;1;34.730.210.270.000.000;7.0;Compact;3.614.321.618;white;2.631.772.066;0
24298;44;M;1.0;65;37844;1;1;Own;85007;12/04/2015;Friday;Parking Lot;0;0.0;94;Broker;0;4.689.910.261.999.990;6.0;Compact;941.408.178;silver;27.885.230.369.999.900;0
24299;62;M;1.0;74;41278;1;0;Own;80011;09/06/2015;Sunday;Parking Lot;0;1.0;61;Broker;1;8.943.746.753;5.0;Compact;7.494.249.225;blue;3.577.554.202;0
24300;37;M;1.0;81;36086;0;1;Rent;85071;09/06/2015;Sunday;Local;0;0.0;6;Broker;1;4.615.426.652;6.0;Medium;29.442.179.610.000.000;gray;13.339.419.890.000.000;1
24301;50;F;1.0;80;39132;1;1;Own;15059;10/17/2015;Saturday;Parking Lot;0;0.0;32;Online;0;1.803.702.943;8.0;Medium;480.045.944;gray;4.163.300.506;0
24305;44;M;1.0;64;37851;1;0;Rent;20148;2/27/2015;Friday;Local;0;1.0;50;Broker;1;6.147.633.604;4.0;Medium;30.458.277.960.000.000;gray;3.697.910.795;0
24306;45;F;1.0;58;38056;1;1;Own;50047;10/19/2016;Wednesday;Local;0;0.0;0;Broker;0;4.928.943.838;3.0;Medium;558.379.197;red;270.273.027;0
24307;46;M;1.0;84;38299;1;1;Rent;15006;12/09/2016;Friday;Highway;0;0.0;51;Phone;1;2.796.909.507;4.0;Large;2.379.854.101;other;5.074.884.288;0
24308;39;F;1.0;77;36638;1;0;Rent;80022;8/23/2015;Sunday;Parking Lot;0;0.0;92;Broker;1;1.635.409.559;5.0;Compact;6.660.010.293;white;4.169.629.895;0
24309;77;M;1.0;68;43419;0;1;Rent;80044;3/21/2016;Monday;Local;0;0.0;26;Broker;0;5.082.098.032;5.0;Compact;2.660.402.508;silver;3.042.523.396;0
24311;32;M;1.0;74;34678;1;0;Own;15038;5/26/2016;Thursday;Local;0;0.0;85;Phone;1;3.727.369.231;4.0;Compact;362.678.675;blue;4.377.825.055;0
24312;55;M;1.0;69;40086;1;0;Rent;15009;11/19/2015;Thursday;Local;0;0.0;50;Phone;1;3.045.719.273;5.0;Large;32.076.713.239.999.900;other;2.070.243.126;0
24314;41;F;1.0;65;37131;1;0;Rent;80026;7/30/2016;Saturday;Parking Lot;0;1.0;50;Broker;0;48.748.465.719.999.900;7.0;Large;9.738.729.197;gray;7.533.823.101.999.990;0
24315;30;F;0.0;94;34010;1;0;Own;15001;04/06/2015;Monday;Local;0;0.0;6;Phone;0;474.826.075;2.0;Medium;5.612.317.817;white;1.076.959.871;0
24317;47;F;0.0;60;38501;1;0;Own;15022;7/27/2016;Wednesday;Highway;1;1.0;1;Broker;0;2.711.898.843;6.0;Medium;1.876.548.177;white;2.932.149.859;1
24320;25;M;1.0;83;32182;1;1;Rent;20103;9/25/2016;Sunday;Local;1;0.0;77;Online;1;51.720.044.960.000.000;5.0;Medium;513.029.713;white;20.739.361.119.999.900;0
24322;57;M;1.0;90;40427;1;1;Rent;15055;11/18/2016;Friday;Local;0;0.0;51;Broker;1;2.795.075.845;8.0;Medium;225.775.851;white;2.277.958.806;0
24327;52;M;0.0;87;39523;1;1;Own;50049;11/17/2015;Tuesday;Parking Lot;2;0.0;65;Broker;1;14.839.881.319.999.900;3.0;Large;23.739.398.240.000.000;silver;18.254.381.380.000.000;0
24328;64;F;0.0;89;41593;1;1;Rent;50037;03/04/2015;Wednesday;Local;0;0.0;100;Broker;1;69.121.196;9.0;Compact;33.902.544.819.999.900;gray;204.715.381;0
24331;30;M;0.0;89;34003;1;0;Own;80022;10/08/2016;Saturday;Highway;0;0.0;55;Broker;1;4.115.499.226;2.0;Medium;2.827.640.223;white;2.218.382.014;0
24333;63;M;1.0;53;41430;1;0;Rent;50034;02/04/2015;Wednesday;Parking Lot;0;0.0;5;Phone;0;4.107.713.154;3.0;Large;2.613.062.338;gray;27.316.324.689.999.900;0
24334;42;M;1.0;93;37373;1;1;Rent;85022;1/14/2015;Wednesday;Highway;5;0.0;91;Phone;1;1.790.820.125;9.0;Large;2.833.342.913;black;12.231.271.190.000.000;1
24336;49;F;1.0;52;38929;1;1;Own;20109;09/04/2016;Sunday;Local;0;1.0;47;Broker;0;3.337.368.644;4.0;Compact;58.000.782.589.999.900;blue;6.807.675.331.999.990;0
24337;31;M;1.0;87;34331;1;0;Own;20130;6/24/2015;Wednesday;Local;0;0.0;5;Phone;0;464.352.888;7.0;Medium;3.128.968.807;red;1.362.333.477;0
24338;62;F;1.0;90;41282;0;0;Own;15012;09/02/2015;Wednesday;Parking Lot;0;0.0;88;Phone;1;5.761.002.151;5.0;Medium;6.530.432.281;other;7.650.546.708.999.990;0
24339;53;F;1.0;39;39710;1;1;Own;80027;7/28/2016;Thursday;Local;0;0.0;54;Broker;1;1.397.740.104;7.0;Large;7.391.531.812;white;1.188.365.514;0
24341;46;M;1.0;74;38280;1;1;Rent;15007;4/17/2015;Friday;Local;0;1.0;25;Broker;1;44.191.259.789.999.900;6.0;Large;1.711.404.391;white;1.873.553.692;1
24342;34;F;1.0;65;35260;0;0;Own;20146;8/23/2015;Sunday;Highway;0;0.0;7;Broker;1;3.403.771.467;0.0;Medium;2.274.707.645;gray;2.662.726.375;0
24343;54;M;1.0;88;39879;1;1;Own;15025;3/18/2016;Friday;Parking Lot;3;0.0;50;Broker;1;373.179.125;9.0;Large;4.737.291.118;other;1.254.474.522;0
24344;27;M;1.0;73;32971;1;1;Rent;80007;3/28/2015;Saturday;Local;2;1.0;50;Online;0;5.487.636.039.999.990;1.0;Compact;48.028.183.860.000.000;white;17.592.061.830.000.000;0
24345;32;F;1.0;92;34663;1;1;Own;20111;6/21/2015;Sunday;Highway;0;0.0;33;Broker;0;36.716.782.049.999.900;4.0;Compact;2.096.607.535;blue;12.474.033.640.000.000;1
24349;43;M;1.0;91;37586;1;1;Rent;20102;8/30/2016;Tuesday;Local;0;0.0;5;Phone;0;1.822.424.105;4.0;Large;3.688.243.307;silver;9.367.864.916;1
24350;48;F;1.0;71;38712;1;0;Rent;80014;05/10/2016;Tuesday;Local;2;0.0;95;Broker;1;1.000.030.494;5.0;Compact;3.818.262.714;blue;4.680.436.286;0
24352;30;F;1.0;55;34024;0;1;Own;15020;7/19/2015;Sunday;Local;0;0.0;90;Broker;0;5.677.300.907;5.0;Compact;1.028.663.011;black;1.406.789.999;0
24353;22;F;1.0;83;30923;1;0;Rent;15009;11/28/2016;Monday;Local;1;0.0;75;Online;1;3.907.066.886;9.0;Large;3.043.834.418;black;1.220.280.821;0
24357;56;F;1.0;81;40245;1;0;Own;50031;5/19/2016;Thursday;Local;0;1.0;67;Broker;1;37.228.279.409.999.900;4.0;Medium;2.448.558.125;white;2.295.275.611;0
24358;38;F;1.0;75;36368;1;1;Own;85036;9/21/2016;Wednesday;Local;0;0.0;100;Phone;1;2.497.621.898;4.0;Large;13.377.826.720.000.000;silver;14.506.719.490.000.000;0
24359;60;M;1.0;96;40937;0;1;Rent;85009;8/15/2016;Monday;Highway;1;1.0;4;Phone;1;3.899.290.742;4.0;Compact;2.309.456.564;red;1.789.480.276;0
24361;30;M;0.0;51;34015;0;0;Own;80101;03/01/2016;Tuesday;Parking Lot;0;0.0;13;Broker;0;8.041.428.281;4.0;Compact;2.249.789.368;red;1.814.045.653;0
24364;34;M;0.0;80;35256;1;0;Rent;20155;5/26/2016;Thursday;Local;1;0.0;1;Broker;1;4.632.431.082;3.0;Medium;1.367.133.738;blue;2.182.851.268;1
24365;41;M;0.0;91;37144;0;0;Rent;20148;12/12/2016;Monday;Parking Lot;0;0.0;1;Phone;1;263.014.059;2.0;Medium;2.036.962.774;other;2.824.131.663;0
24367;64;M;1.0;65;41592;1;0;Rent;20117;10/20/2015;Tuesday;Local;0;1.0;28;Online;1;33.637.567.369.999.900;3.0;Medium;28.963.412.389.999.900;silver;5.282.572.382;0
24369;50;M;0.0;46;39119;0;0;Rent;15031;2/13/2015;Friday;Highway;1;1.0;80;Broker;1;5.724.701.690.999.990;11.0;Large;15.916.834.169.999.900;red;11.149.674.640.000.000;0
24373;49;F;1.0;82;38921;0;1;Rent;20160;12/23/2015;Wednesday;Local;0;0.0;96;Broker;0;2.906.545.772;7.0;Medium;1.787.007.407;other;7.002.456.506.999.990;1
24374;24;F;0.0;78;31777;1;0;Rent;50034;11/19/2015;Thursday;Local;1;1.0;50;Online;1;2.582.219.607;4.0;Compact;1.686.165.989;black;2.183.592.433;1
24375;57;M;1.0;90;40441;1;1;Own;80020;01/03/2016;Sunday;Local;0;0.0;95;Broker;1;34.754.087.270.000.000;6.0;Large;25.753.812.319.999.900;red;2.230.479.158;0
24377;34;F;1.0;92;35269;1;0;Rent;50003;12/05/2015;Saturday;Parking Lot;0;0.0;27;Broker;0;6.454.830.172;2.0;Medium;1.235.417.378;gray;2.797.727.776;0
24380;31;M;1.0;65;34334;0;1;Own;50008;1/14/2016;Thursday;Parking Lot;1;0.0;76;Broker;1;8.856.867.605;5.0;Medium;4.182.808.238;silver;1.010.552.098;1
24381;38;M;1.0;83;36378;1;1;Own;80024;8/19/2016;Friday;Highway;1;0.0;63;Phone;1;9.648.497.622;8.0;Compact;5.350.748.261;silver;915.624.561;0
24382;25;M;0.0;94;32193;1;1;Rent;85076;10/15/2015;Thursday;Highway;0;0.0;85;Online;1;2.244.179.706;5.0;Medium;1.532.467.896;white;3.749.180.981;0
24384;82;F;1.0;63;44043;1;1;Rent;80020;4/22/2016;Friday;Local;0;0.0;49;Phone;1;4.727.276.064;4.0;Medium;3.330.822.854;gray;31.631.397.269.999.900;0
24385;32;F;1.0;66;34670;1;1;Own;80015;12/17/2015;Thursday;Parking Lot;2;0.0;100;Broker;1;5.192.443.787;10.0;Large;14.493.947.080.000.000;blue;3.391.313.526;0
24386;34;M;1.0;58;35265;1;1;Rent;80017;6/20/2015;Saturday;Parking Lot;1;0.0;26;Broker;1;6.377.808.275;2.0;Compact;2.206.835.184;black;2.490.634.605;0
24390;41;M;1.0;76;37126;1;0;Own;80037;4/28/2015;Tuesday;Parking Lot;0;1.0;1;Phone;1;6.363.364.934;2.0;Medium;1.163.903.393;red;6.691.246.351;0
24391;74;M;1.0;91;43032;1;0;Rent;85046;10/16/2015;Friday;Local;0;1.0;100;Phone;1;501.353.868;4.0;Large;105.373.955;red;1.477.059.875;0
24392;42;F;1.0;93;37380;1;1;Own;20115;2/17/2015;Tuesday;Parking Lot;0;0.0;73;Broker;0;5.475.298.932;3.0;Compact;28.153.955.739.999.900;silver;3.176.832.415;0
24393;46;M;0.0;72;38279;1;1;Rent;80004;4/24/2016;Sunday;Local;0;0.0;94;Broker;1;16.754.597.509.999.900;4.0;Large;1.658.673.403;silver;1.704.590.048;0
24394;54;M;1.0;93;39895;0;1;Own;80015;11/28/2015;Saturday;Parking Lot;2;0.0;45;Broker;1;4.239.942.105;8.0;Medium;1.258.052.474;gray;3.872.615.481;0
24395;43;F;1.0;80;37612;1;1;Own;80021;06/10/2015;Wednesday;Highway;0;0.0;12;Broker;1;7.118.262.119;3.0;Compact;2.333.026.578;red;1.715.708.816;0
24397;66;F;1.0;91;41908;1;0;Own;50052;12/06/2015;Sunday;Highway;0;0.0;67;Broker;0;5.110.419.107;2.0;Large;1.476.419.354;red;1.997.851.995;0
24398;56;F;1.0;91;40258;1;1;Own;50047;12/24/2016;Saturday;Local;0;0.0;94;Broker;0;6.360.097.012;6.0;Medium;318.431.666;gray;29.917.133.339.999.900;0
24400;34;M;1.0;75;35268;1;1;Rent;50049;01/06/2016;Wednesday;Parking Lot;0;0.0;66;Phone;0;413.418.355;6.0;Medium;1.322.894.514;gray;16.899.235.630.000.000;0
24401;44;M;0.0;70;37862;1;1;Own;15012;5/20/2015;Wednesday;Local;0;0.0;50;Broker;1;1.536.116.515;2.0;Medium;2.411.130.302;blue;3.572.394.043;0
24402;42;F;0.0;69;37358;1;1;Rent;15052;09/02/2015;Wednesday;Local;0;0.0;90;Online;1;5.106.596.337;5.0;Large;1.783.855.187;blue;20.912.254.780.000.000;1
24403;45;F;0.0;87;38071;1;0;Rent;80007;5/23/2016;Monday;Local;0;1.0;54;Broker;0;5.192.913.377.000.000;3.0;Large;2.997.633.838;silver;4.588.776.428;0
24404;30;M;1.0;58;34007;1;1;Rent;80021;2/23/2016;Tuesday;Highway;1;0.0;2;Phone;1;6.684.220.933;6.0;Medium;24.724.170.280.000.000;silver;7.184.109.225;0
24405;49;F;0.0;80;38932;0;0;Own;85042;05/01/2016;Sunday;Local;0;0.0;84;Phone;1;7.319.765.901.999.990;2.0;Compact;157.686.183;red;22.287.241.680.000.000;0
24406;47;F;0.0;78;38499;1;1;Rent;15012;11/21/2016;Monday;Local;1;0.0;75;Broker;0;5.350.918.344;4.0;Large;2.238.896.728;gray;285.203.253;0
24407;20;F;1.0;83;29946;1;1;Rent;20149;7/22/2016;Friday;Highway;0;1.0;87;Broker;1;2.304.247.988;5.0;Medium;27.173.143.939.999.900;blue;2.116.013.814;0
24408;58;M;1.0;82;40596;1;1;Own;15050;10/02/2015;Friday;Parking Lot;3;0.0;72;Broker;0;36.687.467.380.000.000;2.0;Compact;2.254.717.599;silver;3.055.565.759;1
24409;51;M;1.0;84;39334;0;1;Own;85009;10/12/2015;Monday;Highway;0;0.0;85;Phone;0;7.259.560.442;6.0;Large;9.861.617.741;other;2.959.753.228;0
24410;28;M;1.0;56;33340;0;1;Own;80005;12/28/2015;Monday;Local;2;0.0;6;Online;1;4.196.588.616;4.0;Large;8.846.797.238;gray;1.096.369.035;0
24411;46;F;0.0;77;38276;1;1;Rent;15052;1/23/2016;Saturday;Parking Lot;3;1.0;50;Broker;1;2.843.031.263;2.0;Large;4.461.757.417;red;1.940.405.737;0
24413;30;F;1.0;69;34004;1;1;Own;15057;05/06/2016;Friday;Highway;1;1.0;85;Broker;1;2.788.905.109;3.0;Large;2.032.502.296;blue;1.976.398.752;1
24415;53;F;1.0;76;39710;1;1;Own;15035;12/04/2016;Sunday;Local;0;0.0;2;Broker;0;39.259.497.890.000.000;1.0;Large;2.550.107.988;red;15.256.090.369.999.900;0
24416;71;F;1.0;88;42629;1;1;Own;85029;05/05/2016;Thursday;Parking Lot;0;0.0;49;Phone;0;36.616.634.280.000.000;3.0;Compact;1.864.452.875;blue;2.038.396.528;0
24418;40;F;1.0;78;36883;1;1;Own;80025;7/31/2015;Friday;Local;0;0.0;65;Broker;0;2.589.831.725;8.0;Medium;5.026.073.525;silver;2.529.737.476;0
24420;43;F;0.0;88;37602;0;0;Rent;15056;10/13/2015;Tuesday;Local;1;0.0;48;Broker;0;4.680.097.857;6.0;Compact;28.212.168.810.000.000;black;244.008.261;1
24421;43;M;1.0;90;37597;1;0;Rent;20163;8/21/2015;Friday;Local;0;0.0;6;Phone;1;6.890.361.566;6.0;Large;2.152.235.689;gray;4.525.853.995;0
24427;29;M;1.0;62;33671;0;1;Rent;15050;03/12/2016;Saturday;Parking Lot;1;0.0;50;Online;1;7.430.323.104.000.000;6.0;Compact;240.786.079;other;1.841.691.611;0
24429;36;F;1.0;82;35836;0;0;Own;50028;04/07/2015;Tuesday;Highway;1;0.0;41;Phone;1;4.292.452.814;5.0;Large;1.331.060.386;other;10.926.293.459.999.900;0
24430;40;M;1.0;60;36895;1;0;Rent;85076;07/01/2016;Friday;Highway;0;0.0;100;Phone;0;35.398.444.979.999.900;3.0;Large;2.662.622.147;blue;27.350.554.480.000.000;0
24431;49;M;0.0;73;38920;1;0;Rent;80106;03/01/2015;Sunday;Local;0;0.0;98;Broker;0;6.228.965.263;7.0;Large;3.760.988.757;red;30.893.408.789.999.900;0
24432;26;M;1.0;60;32585;1;0;Rent;15025;10/18/2015;Sunday;Parking Lot;1;0.0;1;Online;1;9.162.072.164;6.0;Compact;195.527.463;other;15.951.920.059.999.900;0
24435;75;M;1.0;64;43179;1;0;Own;80046;03/04/2015;Wednesday;Parking Lot;0;0.0;84;Broker;1;5.534.649.332.999.990;5.0;Medium;279.279.765;black;3.439.795.489;0
24438;71;F;1.0;85;42618;1;1;Own;85024;11/20/2016;Sunday;Local;0;0.0;47;Phone;1;12.719.962.699.999.900;9.0;Large;1.867.628.022;red;1.676.549.693;0
24439;52;M;1.0;82;39519;1;1;Rent;85034;2/22/2015;Sunday;Highway;2;1.0;50;Broker;1;4.003.628.224;4.0;Compact;2.114.912.932;other;7.533.201.103;0
24440;75;F;1.0;30;43186;0;1;Rent;85079;08/08/2015;Saturday;Parking Lot;2;0.0;97;Phone;1;6.361.367.435;4.0;Large;208.268.735;white;29.659.257.060.000.000;1
24441;32;M;1.0;58;34652;1;0;Own;50031;7/30/2016;Saturday;Local;2;0.0;94;Broker;1;2.314.076.403;7.0;Medium;2.549.886.874;other;2.116.443.376;0
24442;44;M;1.0;72;37840;1;1;Own;80023;9/16/2015;Wednesday;Local;0;0.0;51;Broker;0;7.936.598.481;8.0;Compact;1.147.780.353;black;2.043.993.959;0
24444;23;M;0.0;80;31366;1;1;Rent;50036;8/26/2015;Wednesday;Local;1;0.0;76;Online;1;5.903.396.001;6.0;Compact;1.955.826.123;red;228.860.217;0
24447;35;F;1.0;92;35547;0;0;Rent;85036;10/17/2015;Saturday;Parking Lot;0;0.0;15;Broker;1;4.916.895.807;5.0;Medium;34.669.754.219.999.900;white;2.272.182.596;0
24448;37;M;1.0;84;36111;1;1;Rent;15009;12/15/2016;Thursday;Local;0;0.0;78;Phone;0;4.319.993.412;3.0;Compact;7.110.824.517;gray;15.633.343.030.000.000;0
24449;38;M;1.0;70;36389;0;1;Own;15030;06/12/2016;Sunday;Local;0;0.0;13;Broker;1;6.616.885.920.000.000;2.0;Compact;2.319.928.109;blue;2.046.343.225;0
24451;35;F;1.0;69;35578;0;1;Rent;80011;11/07/2016;Monday;Highway;0;0.0;91;Broker;0;70.488.744.879.999.900;5.0;Compact;4.108.970.785;silver;1.583.334.146;1
24452;58;F;1.0;85;40611;1;0;Rent;50025;1/20/2016;Wednesday;Local;0;0.0;7;Broker;1;29.685.916.429.999.900;6.0;Medium;1.427.432.006;blue;13.231.901.440.000.000;0
24453;39;M;1.0;79;36639;1;0;Rent;20136;06/06/2015;Saturday;Local;0;1.0;7;Broker;0;2.214.847.332;3.0;Large;7.611.938.695.999.990;white;1.974.334.206;0
24454;36;F;1.0;65;35843;1;1;Own;50003;02/01/2016;Monday;Local;0;0.0;44;Broker;0;4.538.514.499;4.0;Medium;194.210.472;red;160.470.947;0
24456;31;M;1.0;87;34354;1;1;Rent;20163;01/08/2015;Thursday;Highway;0;1.0;14;Broker;0;17.244.699.190.000.000;9.0;Large;1.766.761.054;blue;14.779.260.030.000.000;1
24457;45;F;1.0;84;38056;0;0;Own;20107;07/01/2015;Wednesday;Local;1;0.0;60;Broker;1;7.488.843.392;6.0;Compact;921.528.286;white;1.387.052.421;0
24459;42;F;1.0;87;37386;1;1;Own;80016;8/26/2015;Wednesday;Parking Lot;1;0.0;56;Phone;0;2.696.278.665;7.0;Medium;9.885.024.806;blue;2.426.592.513;0
24460;37;M;0.0;81;36096;1;1;Own;80021;8/19/2015;Wednesday;Parking Lot;0;0.0;66;Phone;0;7.434.677.198;5.0;Compact;1.625.081.705;gray;14.913.313.730.000.000;0
24463;41;M;0.0;90;37123;1;0;Own;80106;1/20/2016;Wednesday;Highway;0;1.0;0;Online;1;9.013.499.287.999.990;5.0;Medium;30.015.605.489.999.900;black;2.370.950.104;0
24464;30;M;1.0;72;34010;1;1;Own;80035;8/17/2016;Wednesday;Parking Lot;0;0.0;97;Broker;1;5.460.740.686;2.0;Large;15.370.706.540.000.000;other;8.978.509.462;0
24465;65;F;1.0;79;41736;1;0;Own;85073;7/31/2015;Friday;Parking Lot;0;0.0;58;Broker;1;5.465.377.245.000.000;5.0;Compact;1.773.050.209;gray;1.910.447.648;0
24466;38;M;1.0;82;36369;1;1;Own;80022;4/25/2015;Saturday;Parking Lot;2;0.0;89;Broker;1;3.260.228.571;4.0;Large;1.621.163.345;white;9.294.554.735;0
24467;35;M;0.0;74;35537;1;1;Own;20160;7/23/2015;Thursday;Local;0;0.0;88;Phone;1;6.123.606.235;3.0;Medium;35.405.132.139.999.900;silver;2.424.201.953;0
24468;63;M;1.0;51;41416;1;0;Rent;20117;1/24/2015;Saturday;Parking Lot;0;0.0;100;Broker;0;29.146.413.789.999.900;5.0;Compact;2.002.595.936;blue;48.735.058.639.999.900;0
24470;40;M;1.0;84;36866;1;1;Own;20109;12/27/2015;Sunday;Local;0;0.0;99;Phone;0;49.326.012.630.000.000;2.0;Compact;2.648.950.735;black;1.184.371.763;0
24471;36;F;0.0;91;35839;1;1;Own;85003;08/08/2015;Saturday;Local;0;0.0;42;Broker;0;36.141.354.509.999.900;2.0;Large;2.427.328.627;black;2.548.936.782;0
24472;48;M;1.0;70;38713;0;0;Own;50008;6/14/2015;Sunday;Highway;0;0.0;73;Phone;0;2.766.648.709;2.0;Medium;1.419.127.078;blue;4.033.073.904;0
24474;56;F;1.0;92;40242;1;1;Rent;80035;11/15/2015;Sunday;Parking Lot;0;0.0;94;Broker;0;27.396.873.760.000.000;8.0;Medium;9.726.994.593.000.000;silver;29.582.097.569.999.900;0
24477;77;M;1.0;84;43438;1;0;Rent;80021;5/31/2015;Sunday;Local;0;0.0;18;Phone;0;2.953.401.946;7.0;Medium;2.659.132.519;other;26.042.345.409.999.900;0
24478;53;M;1.0;70;39710;1;1;Own;85070;1/14/2015;Wednesday;Highway;1;1.0;99;Broker;1;2.878.995.103;3.0;Large;142.175.338;blue;1.685.843.187;0
24479;24;M;1.0;75;31789;1;0;Own;80022;1/19/2016;Tuesday;Parking Lot;0;0.0;66;Online;0;8.476.845.202;3.0;Compact;1.052.444.777;silver;205.977.189;0
